OBSERVATION,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,TEMP,PRE,RH_OUT,WS,V,TP,E
50118,21.29,38.2,21.86,37.72333333,21.85666667,36.56,21.66666667,35.96666667,19.0,46.4,8.1,39.92333333,19.56666667,34.46666667,21.39,40.12666667,19.7,38.36333333,8.47,758.0,66.66666667,2.0,28.66666667,2.6,50.0
50119,20.16666667,39.15666667,19.26,37.96666667,20.865,37.8725,19.2,36.79,17.6,51.4,5.35,56.55,19.79,30.445,21.1,36.7,18.0,39.0,5.0,759.6,62.33333333,7.0,40.0,-1.63,50.0
50120,21.1,47.56666667,19.79,47.46666667,22.865,43.15,20.29,44.29,18.39,53.86,10.92142857,83.41142857,18.5,42.79,20.7,48.2,18.7,46.736000000000004,10.4,751.6333333,89.0,7.333333333,32.66666667,8.67,230.0
50121,22.26,38.76,20.92666667,38.86333333,23.1,36.59,22.736,35.4,20.39,43.43333333,11.39666667,14.46,21.6,32.92857143,22.0,39.62666667,20.5,38.44,8.77,759.9,76.66666667,3.0,36.33333333,4.87,50.0
50122,20.96333333,35.5,17.79,39.2,21.1,35.26,20.6,33.4,18.6,52.5,4.3,67.03333333,19.79,28.89,21.39,36.43333333,19.56666667,35.79,3.3,763.6,93.0,2.0,37.5,2.25,50.0
50123,21.89,47.33333333,21.39,45.29,22.39,45.5,21.26,48.86333333,19.5,55.79,8.945,99.59,18.7,45.10333333,20.10555556,51.52944444,18.2,50.4,8.45,756.8,95.0,5.5,62.5,7.7,60.0
50124,22.23,35.73,19.79,37.96666667,22.1,35.06,20.96333333,34.6,18.6,43.4,6.19,44.43333333,19.2,29.66333333,22.6,34.83333333,19.2,34.76,5.4,762.5,82.0,3.5,24.5,2.5,100.0
50125,21.2,39.0,18.6,42.59,21.79,37.2,20.0,38.2,19.32333333,45.4,7.19,58.2,20.1,33.73,21.5,39.5,19.7,37.7,6.8,758.3333332999999,87.33333333,1.0,20.66666667,4.8,50.0
50126,23.7,43.66333333,22.456,42.79,24.39,40.0,23.79,41.93,21.1,51.516000000000005,11.23333333,40.16666667,23.03333333,41.16333333,24.84714286,45.03714286,22.33,40.79,12.1,748.4,92.0,4.5,28.0,10.8,130.0
50127,21.0,37.32666667,18.7,38.85,21.16666667,36.9,21.35666667,35.06666667,18.1,64.56666667,0.033333333,77.8,18.29,32.82666667,20.76,38.93333333,17.5,35.76,0.5670000000000001,753.2666667000001,96.0,1.8333333330000001,28.16666667,-0.0167,50.0
50128,20.7,35.9,18.96333333,36.5,20.1,37.754,18.5,36.5,17.1,45.4,1.29,81.19,17.5,31.6,20.1,43.59,17.5,39.5,0.4,758.45,99.0,1.5,17.5,0.25,50.0
50129,21.0,40.73,19.35666667,41.66333333,20.32333333,41.86,19.23,39.39,19.77611111,88.72222222,2.933333333,85.5,19.7,35.90277778,22.43277778,41.07333333,17.5,37.59,2.2,745.3,91.0,4.0,20.0,0.8,130.0
50130,21.1,36.2,18.29,39.2,22.2,36.59,20.2,34.59,18.46333333,44.76,5.3,43.09,19.2,30.5,22.0,41.2,19.5,39.9,4.88,761.5,77.33333333,3.833333333,28.16666667,1.23,50.0
50131,21.5,41.7,19.2,45.62666667,21.1,39.32666667,20.42666667,35.76666667,19.0,48.02666667,6.4,52.43333333,21.0,28.92666667,23.2,36.79,19.7,38.0,6.3,764.4,81.0,5.0,63.0,3.3,70.0
50132,21.79,37.79,23.2,34.32666667,22.7,35.82666667,22.62,35.356,20.0,45.0,15.89,1.5,21.29,32.09,21.42666667,39.12666667,20.29,38.4,12.5,762.7,57.0,4.0,28.0,4.1,50.0
50133,20.6,37.59,17.6,41.59,23.0,36.59,19.35666667,36.7,19.29,46.03,2.363333333,50.26666667,19.29,31.5,21.79,41.79,19.1,41.23,2.73,764.3666667,94.0,2.0,35.0,1.87,50.0
50134,20.1,39.66333333,19.445,39.6,20.5,38.5,21.26,37.16333333,18.39,46.32666667,6.425,55.4725,18.5,36.33,19.79,41.1,18.29,40.12666667,5.92,746.55,72.83333333,6.666666667,40.0,1.33,60.0
50135,24.7,38.82666667,23.39,38.32666667,25.6,38.43333333,24.29,37.4,22.5,53.83333333,13.696,17.174,23.7,37.85285714,25.02857143,44.4,22.39,41.518,13.5,751.7,81.33333333,1.166666667,40.0,10.3,50.0
50136,21.39,43.32666667,21.26333333,40.83333333,21.60555556,44.40555556,22.6,42.72333333,19.11666667,56.63888889,3.633333333,93.93333333,18.29,37.88055556,20.2,46.44777778,18.29,48.63333333,4.3,759.4,83.0,4.0,29.0,1.6,90.0
50137,18.23,44.25666667,17.66333333,39.73,18.4,41.86333333,16.13333333,36.66333333,16.0,51.41666667,0.8,96.59,16.1,31.68888889,20.1,40.515,15.39,35.7,-0.1,760.8666667,92.0,1.6666666669999999,50.66666667,-1.23,210.0
50138,22.13333333,38.2,19.96333333,40.43333333,21.6,36.76,21.2,38.13714286,20.2,58.02666667,5.333333333,54.59,20.6,32.79,23.39,41.46666667,19.5,36.82666667,5.47,748.4333333,88.33333333,2.333333333,40.0,3.67,60.0
50139,21.26,45.86,20.5,43.86333333,21.9175,44.5675,18.85666667,45.29,18.97555556,58.61,6.263333332999999,89.43,18.79,40.33111111,21.29,53.11444444,19.23,50.5,6.83,744.0833332999999,85.0,6.833333333,40.0,4.48,50.0
50140,18.76,42.0,18.2,41.46666667,18.2,43.62666667,15.89,47.29,15.43888889,51.04,5.59,99.9,15.6,40.0,19.25,51.75,15.19,47.09,5.3,769.4333333,92.0,4.0,23.83333333,4.1,40.0
50141,17.6,43.62666667,16.79,42.93333333,18.39,43.43333333,16.16666667,46.99,15.34,51.01,6.09,99.9,15.605,40.40944444,18.10555556,53.21666667,15.5,48.86333333,6.18,767.3333332999999,95.83333333,6.666666667,60.0,5.55,40.0
50142,21.5,41.29,20.0,43.12666667,24.2,39.89,20.23,40.96666667,20.1,67.03333333,14.06333333,45.1,20.89,37.96333333,22.35666667,41.26666667,19.89,41.82666667,12.3,754.7666667000001,70.0,9.333333332999999,40.0,6.87,80.0
50143,21.0,44.59,19.6,45.03,21.5,42.5,20.39,43.6175,18.42666667,53.9,9.452857143,86.52428571,18.39,41.9,21.0,48.59,18.79,47.47142857,9.08,751.7166667,94.66666667,8.0,39.66666667,8.23,50.0
50144,18.79,42.2,18.13333333,41.5,19.79,43.26,18.39,41.96666667,17.7,63.63333333,3.0,92.6,18.1,42.36333333,19.2,50.79,16.7,46.76,3.27,752.6333333,89.0,5.666666667,36.0,1.67,50.0
50145,21.79,38.5,19.6,41.7,22.89,37.29,20.2,38.9,20.6,79.33333333,8.983888889,46.22166667,20.79,33.5,23.12222222,42.9,20.39,40.12666667,7.13,750.2166667,76.0,8.0,37.83333333,3.2,80.0
50146,20.5,40.09,18.85666667,41.56,20.73,38.79,19.1,39.29,18.79,45.16333333,7.833333333,83.53333333,18.5,35.4,20.5,49.79,18.1,42.09,7.6,748.0,88.5,6.5,42.5,5.75,50.0
50147,22.56666667,41.5,21.53333333,41.96666667,23.0,39.2,20.2,40.0,20.16666667,56.23333333,9.263333333,64.96,21.0,39.62666667,22.89,48.22333333,20.39,43.7,6.5,751.3,88.0,8.0,40.0,4.6,60.0
50148,19.7,34.02666667,18.22666667,34.26,19.89,36.09,19.39,33.09,18.16,45.59,-1.5666666669999998,83.76333333,18.32333333,27.72666667,20.2,35.66333333,17.5,35.5,0.05,761.75,79.5,1.0,43.0,-3.15,70.0
50149,20.85666667,40.56,19.66666667,41.06,21.1,39.53,20.9,40.36,18.36222222,52.02,5.26,88.13333333,19.48166667,37.775,22.08333333,43.55833333,18.2,38.79,3.7,732.0,95.0,5.0,63.0,2.9,100.0
50150,22.03333333,36.93,20.0,38.22333333,22.2,35.29,21.56666667,32.9,18.6,43.9,7.03,31.89,19.2,28.89,23.03333333,36.46333333,19.29,34.7,6.18,762.2,73.16666667,2.166666667,20.66666667,1.62,100.0
50151,21.0,40.56666667,19.13333333,41.12666667,20.89,40.36333333,21.6,38.86333333,18.477999999999998,49.096000000000004,3.826666667,87.19,18.89,34.7,20.32333333,41.32666667,18.39,39.634,4.73,758.7,85.33333333,1.6666666669999999,40.0,2.5,60.0
50152,21.66666667,35.26,18.89,37.9,22.89,37.0,22.0,33.2,20.03333333,48.76666667,4.19,32.93333333,21.5,34.0,22.0,41.16333333,20.2,39.23,6.0,763.4,74.66666667,3.333333333,29.0,1.77,50.0
50153,22.29,42.0,21.5,41.06,21.7,43.06,21.1,40.82666667,18.89,52.68166667,7.19,67.26666667,18.90833333,35.255,21.80666667,40.92722222,18.89,40.9,7.73,745.3666667,69.66666667,11.66666667,40.0,2.53,90.0
50154,22.63333333,41.03,19.6,45.545,24.29,38.79,21.16666667,41.2,20.96333333,53.76,6.06,53.5,21.66666667,35.46666667,23.2,40.06,20.79,43.32666667,7.4,754.2,88.0,3.0,40.0,5.5,50.0
50155,19.82333333,36.73,19.2,35.96666667,18.5,38.0,18.5,36.745,18.0,39.60833333,3.0266666669999998,95.16666667,18.29,28.70388889,19.725,36.39888889,16.1,37.79,4.13,764.1333333,61.66666667,1.0,29.16666667,-2.7,50.0
50156,21.76,41.26,20.86333333,42.83,23.1,38.29,22.22666667,39.79,20.79,43.0,12.43,36.62333333,21.29,35.79,22.1,41.29,22.73333333,37.96,11.0,752.0833332999999,78.0,2.166666667,40.0,7.33,60.0
50157,22.73,37.22333333,19.96333333,40.09666667,22.5,35.32666667,20.7,35.4,19.5,62.53,3.626666667,32.65666667,21.76,24.42666667,22.29,30.85666667,19.6,37.5,3.7,766.7,68.33333333,2.333333333,22.33333333,-1.63,110.0
50158,20.6,37.62666667,19.525,38.0225,19.79,37.59,19.2,35.76,17.5,47.0,2.29,74.5,17.79,32.145,20.82333333,38.86,17.79,37.5,3.23,747.3333332999999,91.66666667,4.666666667,34.0,2.0,90.0
50159,20.79,43.12666667,18.89,46.06,21.66666667,39.76,19.6,42.5,19.29,46.59,11.8,65.22666667,19.96333333,38.59,21.23,44.32666667,19.5,42.59,11.8,751.7833333,92.83333333,3.0,56.66666667,10.7,50.0
50160,20.6,36.93333333,17.89,39.93333333,20.1,37.4,21.06666667,35.79666667,18.2,56.09666667,5.123333333,48.22666667,18.2,34.23,20.5,42.6,17.29,37.195,3.23,751.1,79.33333333,1.333333333,24.0,1.11e-16,50.0
50161,21.79,41.43333333,21.89666667,41.55666667,23.1,38.29,22.42666667,39.79,20.79,42.92857143,12.89666667,34.49,21.35666667,35.79,22.1,41.29,22.32666667,38.72666667,11.3,752.0666667,77.0,2.333333333,40.0,7.37,50.0
50162,20.29,39.43333333,18.0,41.2,21.1,40.7,19.79,38.2,18.39,57.93333333,-2.29,81.06,19.0,39.0,20.2,45.7,18.245,44.345,-1.75,759.9,96.0,1.5,37.5,-2.3,50.0
50163,20.7,37.7,18.89,38.4975,22.02857143,36.42857143,19.0,36.23,17.29,45.7,3.363333333,72.59666667,18.79,30.0,20.6,37.616,17.79,41.29,4.05,759.7,82.0,3.5,40.0,1.2,50.0
50164,22.6,38.93333333,21.7,37.66333333,24.16666667,36.5,22.5,38.62777778,20.7,45.72333333,17.39,6.266666667000001,21.89,33.356,22.79,39.054,20.89,43.36333333,14.8,747.3,55.33333333,7.666666667,36.0,5.9,60.0
50165,22.1,42.9,20.76,43.6,23.5,38.4,21.2,41.73,20.29,45.23,13.99,22.79,21.35666667,37.93,23.13333333,41.52666667,20.89,42.93333333,11.1,750.5166667000001,80.66666667,4.666666667,38.16666667,7.88,80.0
50166,21.89,35.4,19.2,37.46666667,22.39,33.96333333,21.29,32.27714286,20.5,40.7,3.29,41.53333333,21.83,30.14,24.32333333,35.86333333,20.2,32.29,3.8,758.1,82.33333333,3.0,40.0,1.0,80.0
50167,23.79,42.03,23.5,39.62666667,24.29,43.0,21.42666667,43.79,20.735,76.87444444,7.69,63.93333333,19.2,34.9,22.6,45.43722222,18.89,41.0,7.75,742.95,69.5,10.5,24.0,2.5,90.0
50168,20.46333333,37.96666667,19.0,35.76666667,19.956,36.275999999999996,18.39,35.76666667,17.2,43.22571429,2.79,73.345,17.5,29.76,20.29,37.054,17.39,35.29,1.95,756.95,91.5,2.5,35.0,0.7,90.0
50169,19.1,38.73,17.5,40.66333333,20.6,38.0,17.6,38.7,17.0,45.518,6.726666667000001,91.5,17.79,34.2,19.4175,46.2225,17.6,42.7,6.85,753.75,94.66666667,8.333333332999999,50.0,6.08,40.0
50170,21.79,35.4,22.26,32.23,22.5,35.12666667,22.58571429,33.2,20.1,40.16333333,13.15,1.0,20.67142857,27.57142857,21.5,34.59,20.7,35.69333333,11.1,762.1666667000001,53.33333333,4.0,40.0,1.8,50.0
50171,24.85666667,47.66333333,24.6,46.4,26.0,43.518,25.2,44.59,23.82333333,52.09,18.09666667,47.89666667,24.68333333,42.36666667,25.42666667,48.59,24.0,47.2,15.7,744.4,88.0,2.0,62.0,13.7,50.0
50172,21.85666667,34.76,19.73,35.26,20.5,36.82666667,20.0,34.43333333,19.63333333,61.12333333,-4.156666667,75.62333333,19.63333333,27.46333333,22.0,37.83333333,18.2,38.9,-2.4,768.75,86.5,1.0,43.0,-4.4,60.0
50173,22.39,35.29,19.0,38.62666667,21.35666667,35.46666667,22.29,33.09,18.89,62.96,2.26,62.49,20.79,27.56666667,22.73,40.4,19.89,37.59,1.88,764.0666667,89.33333333,1.166666667,60.0,0.33299999999999996,50.0
50174,25.29,48.7,24.272,48.178000000000004,26.1,45.09,25.6,46.03857143,24.2,64.09333333,15.6,50.28,24.8025,43.745,26.5,50.45,23.72571429,48.47142857,17.1,745.5,79.66666667,3.333333333,40.0,13.5,60.0
50175,18.5,38.56,17.365,38.3725,18.7,39.2,16.29,38.7,16.39,47.47777778,-0.7333333329999999,94.52666667,16.2,32.9,18.29,43.33833333,16.0,42.03,-0.1,762.9,78.0,4.0,21.0,-3.6,40.0
50176,21.89,40.82666667,21.2,39.9,22.16666667,44.36,19.96333333,42.9,17.69444444,51.24888889,8.0,99.9,17.1,41.92777778,20.00444444,49.79222222,16.79,46.09,7.27,752.2333332999999,95.0,6.0,53.33333333,6.57,130.0
50177,21.5,38.2,18.89,41.7,22.7,38.2,20.03333333,38.93333333,19.89,47.5,7.795,54.145,21.39,38.23,23.1,42.82666667,20.29,42.76,8.67,744.1833333,73.66666667,10.0,44.16666667,4.08,60.0
50178,18.89,46.16333333,18.32333333,45.46666667,19.6,44.4,16.46333333,47.46666667,16.7,51.9,8.39,99.9,16.79,43.7,18.29,54.215,16.39,49.12666667,8.53,753.0,91.0,11.33333333,26.66666667,7.1,40.0
50179,18.89,44.2,18.2,44.0,19.96333333,45.09,18.5,44.2,17.16666667,52.7,5.226666667,78.82333333,18.0,44.94545455,18.7,53.59,17.2,50.2,5.1,752.35,90.0,7.5,22.5,3.5,40.0
50180,22.39,38.73,20.89,39.09,20.76,39.86333333,21.06666667,38.56333333,20.46333333,81.56333333,-4.422222222,88.62555556,20.5,35.13333333,22.0,40.16,17.76,36.93333333,-1.97,764.35,82.16666667,2.0,28.16666667,-4.65,60.0
50181,21.0,44.76,19.63333333,45.5,21.5,42.5,20.0,43.32666667,18.456,52.156000000000006,6.03,88.12333333,18.96333333,43.36,20.7,48.0,18.6,45.42714286,5.55,752.3,98.5,3.0,34.0,5.3,60.0
50182,21.2,35.2,18.0,39.2,22.7,35.09,20.89,33.0,20.2,43.0,1.6,51.69333333,21.73857143,33.79,24.39,41.16333333,20.2,38.29,1.13,757.5666667,96.0,2.333333333,24.0,0.5329999999999999,70.0
50183,20.0,37.86333333,17.7,39.79,20.2,38.73,20.2,37.26,17.79,68.52333333,-0.8666666670000001,77.06,17.89,31.7,21.5,42.26666667,17.56666667,37.2,0.0,747.7,98.0,1.0,49.0,-0.3,50.0
50184,22.89,36.59,20.35666667,38.73,22.6,36.29,19.79,38.29,19.2,43.4,7.123333333,50.49,19.2,34.2,21.82333333,45.19333333,18.89,38.96333333,6.92,756.3166667,93.33333333,2.833333333,37.16666667,5.88,50.0
50185,20.89,41.0,18.0,44.62666667,23.0,39.59,20.6,38.9,20.23,50.32666667,3.79,56.36,21.0,37.845,21.5,38.53857143,20.56666667,44.0,4.75,751.6833333,90.16666667,4.833333333,40.0,3.2,50.0
50186,23.6,37.36333333,22.1,37.09,24.2,35.736,24.2,34.93,23.0,38.16333333,10.75666667,16.55666667,23.6,29.66333333,25.772,35.332,22.79,33.94,11.3,760.9166667000001,63.33333333,3.0,30.83333333,4.58,110.0
50187,22.89,37.2,22.2,35.4,23.0,36.4,22.89,34.09,20.7,41.5,15.82333333,1.0,22.22571429,32.99714286,23.0,39.19333333,20.1,34.83333333,14.8,759.55,58.0,3.5,40.0,6.5,120.0
50188,22.2,43.06,21.39,42.09,22.6,43.96666667,20.79,42.26,19.2,61.97166667,2.833333333,84.32666667,18.6,37.72,23.09444444,45.82444444,18.29,45.15666667,3.2,765.3,88.0,2.0,40.0,1.3,50.0
50189,21.16666667,41.7,20.5,40.0,22.39,43.09,18.7,41.0,19.1,51.09,2.626666667,92.12333333,19.79,41.18166667,22.1,48.66944444,19.1,46.32666667,2.5,739.4,94.0,7.0,40.0,1.6,70.0
50190,21.89,41.995,19.32333333,46.2,23.6,38.4,21.0,41.2,20.76,47.86666667,9.46,48.79333333,21.1,35.2,21.32333333,38.86333333,20.89,44.46,7.4,754.0,88.0,5.0,27.5,5.55,70.0
50191,22.06666667,41.66333333,21.6,41.06,23.56666667,38.26,21.73857143,40.5,20.79,47.82666667,14.0,22.19333333,21.18571429,36.2,22.79,45.56,21.2,45.66333333,10.4,745.9666667,81.66666667,5.333333333,25.33333333,7.37,80.0
50192,23.7,39.09,22.79,39.12666667,21.2,43.29,18.56666667,43.56,18.6,55.29,0.5,94.59,18.56666667,42.09,19.5,49.36333333,17.2,46.86333333,0.133,749.2666667000001,99.66666667,10.0,43.33333333,0.0667,50.0
50193,22.82333333,40.5,21.23,42.16333333,24.07142857,37.03571429,22.7,38.93,19.5,44.82857143,11.67,45.913999999999994,23.5,37.48,23.5,39.4,22.7,40.59,9.17,758.7666667000001,92.33333333,3.666666667,56.33333333,8.0,50.0
50194,25.5,50.12666667,25.29,47.2675,26.29,45.85285714,25.79,46.79,24.0,53.645,16.477999999999998,39.076,25.1,44.82142857,26.7,49.79666667,24.1,48.9375,18.9,745.8666667,60.66666667,4.333333333,40.0,11.2,80.0
50195,22.89,36.29,20.6,38.2,23.89,37.29,22.6,34.5,19.39,41.2,7.763333332999999,40.56,22.5,36.9,23.0,42.7,21.1,41.09,9.02,755.7333332999999,79.5,4.0,40.0,5.62,50.0
50196,19.6,37.7,17.2,40.32666667,20.42666667,36.23,18.7,35.2,17.7,45.3175,0.133333333,78.59,18.0,32.7,19.7,40.72333333,17.42666667,37.76666667,0.467,756.8333332999999,99.33333333,2.0,37.66666667,0.33299999999999996,50.0
50197,19.6,37.0,16.5,41.2,20.5,37.9,18.5,35.2,17.6,47.0,4.09,62.69333333,18.39,35.09,19.82333333,43.06666667,17.6,40.09,3.75,748.0666667,72.5,6.166666667,40.0,-0.833,50.0
50198,23.1,39.16666667,21.0,40.19333333,23.6,33.16333333,22.5,32.5,21.2,39.89,8.0,1.0,21.956,25.16,23.79,32.93333333,20.7,35.19333333,8.5,757.8,47.0,9.0,40.0,-2.3,130.0
50199,22.76,40.23,21.89,39.29,20.89,41.93333333,20.7,43.7,20.0,56.76666667,2.09,94.59,18.7,40.76666667,20.5,48.2,17.89,47.0,2.27,761.3916667000001,96.16666667,3.833333333,33.0,1.69,50.0
50200,21.29,43.09,20.7,42.43333333,20.56666667,44.5,21.13333333,44.63333333,17.90222222,51.19444444,9.995,97.0,17.79,42.065,18.7,47.96111111,17.0,47.5,10.1,764.1333333,85.0,4.0,26.5,7.67,50.0
50201,22.2,35.09,19.56666667,36.82666667,22.2,35.6725,20.89,34.09,20.06666667,51.96333333,4.726666667,15.19666667,19.5,29.29,23.56666667,40.65666667,19.6,38.29,6.57,766.0,68.66666667,1.333333333,40.0,1.13,50.0
50202,21.32333333,35.79,18.53333333,38.0,22.1,35.9,20.0,33.36333333,19.2,47.76,2.2,50.1,19.89,29.6,22.6,40.73,19.39,38.5,2.8,749.7,84.33333333,5.333333333,40.0,0.433,50.0
50203,20.1,37.56666667,18.32333333,39.5,21.99333333,35.1,19.5,35.79,18.66666667,40.52666667,10.96333333,33.16666667,19.0,32.46666667,20.5,38.2,18.6,36.53,7.17,755.2666667000001,90.5,4.166666667,27.5,5.7,780.0
50204,21.13333333,47.36333333,20.29,47.4,21.7,46.79,18.7,49.2,19.39,52.0,10.6,99.9,19.07222222,50.98222222,20.86777778,57.27,17.7,53.0,10.5,758.9,94.0,6.0,46.33333333,9.57,50.0
50205,21.7,35.06666667,20.31857143,34.72571429,21.1,36.59,21.2,35.53,18.1,46.145,1.6,97.19,21.75727273,31.50636364,22.445,39.53,18.39,39.83,2.77,765.1166667,59.83333333,1.166666667,40.0,-4.3,80.0
50206,23.5,38.03,22.29714286,33.49857143,24.34857143,35.32571429,23.26333333,32.32666667,23.2,38.48,11.06333333,4.43,23.53333333,29.35666667,24.26,36.86333333,23.2,37.09285714,8.5,761.8,67.33333333,5.0,40.0,2.67,310.0
50207,20.16666667,38.4,18.2,39.79,21.0,40.29,18.6,39.03,18.7,59.035,1.6,87.3,19.0,34.67555556,21.89,45.29,18.56666667,43.23,0.7829999999999999,738.1166667,92.0,2.0,57.33333333,-0.38299999999999995,50.0
50208,20.96333333,43.86,19.13333333,43.22333333,20.6,42.06666667,19.2,39.86333333,18.0,59.47222222,3.09,89.49666667,19.30666667,34.335,22.2,42.11777778,17.6,37.79,2.7,743.5,87.0,6.0,29.0,0.7,130.0
50209,22.92666667,43.5,21.23,42.62666667,26.32666667,43.73,22.79,37.5,21.58,67.134,8.926666667000001,26.09333333,21.79,33.7,23.6,42.55428571,21.1,39.53,10.5,751.3,72.0,1.0,40.0,5.6,310.0
50210,22.7,42.5,22.76,40.0,22.7,40.86333333,21.56666667,42.09,19.66666667,48.52666667,20.1,11.93333333,22.0,37.9,24.0,46.66333333,20.26,43.66333333,19.3,750.3,55.0,3.666666667,40.0,10.1,90.0
50211,22.79,40.0,20.35666667,42.82666667,23.23,39.53,19.89,41.2,20.35666667,51.7,7.6566666670000005,71.86666667,21.0,40.43333333,23.5,48.73,19.92666667,42.86333333,7.23,748.8583332999999,95.83333333,2.0,64.0,6.66,60.0
50212,20.13333333,41.4,18.5,41.0,20.1,40.79,19.5,37.9,18.2,59.29,-5.372222222,86.66444444,19.66666667,38.09,20.6,46.845,17.6,41.7,-4.75,760.05,87.83333333,2.166666667,22.0,-6.48,40.0
50213,19.5,40.66,18.36,37.79,20.13333333,38.83333333,18.7,37.29,17.7,53.145,2.963333333,74.96666667,18.79,32.38055556,20.55555556,38.74722222,17.89,39.26,3.43,758.0333333,72.33333333,6.0,40.0,-1.13,70.0
50214,21.5,39.29,18.89,42.86333333,22.5,38.4,20.79,38.46666667,19.89,48.0,6.726666667000001,51.5,21.29,37.4,21.79,40.45,20.6,42.43333333,5.67,753.925,94.16666667,3.0,29.0,4.84,50.0
50215,23.0,42.0,21.7,43.29,23.1,39.5,20.29,41.9,21.39,46.65666667,12.3,35.79,20.7,37.0,24.06666667,43.0,19.79,40.5,13.3,747.85,63.5,7.0,40.0,6.4,120.0
50216,19.7,33.73,17.7,35.0,19.53333333,35.59,18.6,33.09,17.79,62.39,0.666666667,56.03,20.03333333,34.0,20.96333333,42.15666667,18.2,40.53,1.3,760.9666667,74.0,5.666666667,40.0,-2.87,30.0
50217,20.2,36.29,18.29,37.59,21.272,36.09,18.39,36.2,17.16,44.071999999999996,3.76,74.43,18.26,30.2,19.89,37.4,17.7,38.43,4.52,758.85,76.83333333,6.0,40.0,0.767,50.0
50218,22.0,40.9,18.85666667,46.46666667,24.1,39.29,20.79,40.59,20.7,51.46666667,6.76,62.15666667,21.39,35.7,22.6,40.69333333,20.89,45.5,6.32,753.9666667,95.0,4.0,20.33333333,5.6,50.0
50219,22.79,39.73,22.5,37.53,23.2,38.09,23.32333333,38.09,20.6,43.9,17.73857143,4.532857143,21.7,33.36333333,23.63333333,40.56666667,20.7,40.56,16.5,752.8833333,47.66666667,4.833333333,40.0,5.17,80.0
50220,22.5,41.86333333,19.66666667,44.73,24.29,39.32666667,21.5,38.4,20.79,46.32666667,4.56,50.59,21.14285714,33.09,24.79,43.46,20.79,40.86333333,5.1,749.8,88.5,2.0,33.5,3.35,50.0
50221,21.0,37.79,18.1,41.63333333,21.5,36.76,19.7,35.0,18.29,46.7,5.726666667000001,58.22333333,19.5,31.1,21.79,42.46666667,19.7,40.93333333,5.03,762.2333332999999,84.66666667,2.333333333,35.66666667,2.63,50.0
50222,22.0,38.23,18.89,42.93333333,22.82333333,37.73,20.29,38.9,20.0,46.62666667,4.69,60.5625,20.89,33.7,22.79,42.693125,20.5,43.09,5.1,748.8,85.0,8.0,40.0,2.8,50.0
50223,18.2,43.09,17.29,44.0,19.2,42.26,17.1,43.59,16.79,50.59,3.693333333,96.16,17.2,38.79,17.33444444,45.09,16.39,43.03,4.55,764.1833333,82.0,6.333333333,40.0,1.75,40.0
50224,23.7,35.16,26.16666667,29.73,23.89,36.66333333,24.26,35.16333333,19.96333333,46.26666667,24.12,1.0,22.79,33.58571429,23.46333333,37.93,21.5,39.46666667,20.8,753.65,43.33333333,4.166666667,40.0,7.9,70.0
50225,22.92666667,41.29,20.89,43.036,24.7,40.0,22.79,40.32666667,21.89,54.356,10.39,49.02666667,22.86142857,36.66857143,23.58571429,43.75142857,22.6,44.29,9.97,757.7,93.5,4.666666667,30.83333333,8.92,50.0
50226,21.29,39.315,19.29,39.174,21.79,36.9,18.89,35.62142857,18.03333333,45.56666667,2.457142857,75.21428571,18.93714286,31.0,21.29,38.59,18.43714286,37.62428571,2.9,739.8333332999999,90.33333333,1.0,28.0,1.43,90.0
50227,21.6,36.98428571,20.1,37.42857143,20.865,37.3975,20.5,34.79,18.02285714,53.22428571,2.73125,66.92,19.6,29.39,22.2,37.56428571,18.6,40.63714286,3.2,749.9,85.0,2.333333333,40.0,0.9,110.0
50228,21.0,34.0,19.5,34.12666667,20.2,35.856,19.6,33.36333333,17.79,44.15,3.73,64.2,20.6,26.03333333,22.2,34.06,18.1,38.46666667,3.6,757.5666667,69.0,2.0,21.33333333,-1.67,50.0
50229,25.1,48.29,23.21285714,49.71285714,26.6,44.4,25.1,45.44285714,24.03333333,50.65666667,13.46333333,54.2,24.89,42.79,26.39,51.09,24.254,48.276,14.9,745.9333333,90.33333333,2.666666667,35.0,13.3,60.0
50230,21.6,37.5,19.6,36.66333333,21.7,39.0,19.39,38.16333333,18.39,48.81777778,5.333333333,80.49333333,20.7,31.21,24.235,38.31444444,18.92666667,41.65666667,5.15,740.5,68.5,4.166666667,40.0,-0.267,80.0
50231,20.5,40.7,19.46333333,40.93333333,20.79,46.83333333,20.13,38.1,18.31,85.454,-3.3216666669999997,88.745,18.2,32.22285714,20.2,42.59,16.89,38.09,-3.0,756.8,83.0,2.0,24.0,-5.5,740.0
50232,21.0,43.66333333,20.6,41.7,21.66333333,47.79,20.43333333,44.69666667,17.61111111,58.23777778,4.73,99.7,16.89,40.53555556,20.12222222,48.97388889,16.29,45.62666667,5.7,752.85,80.0,5.5,40.0,2.45,120.0
50233,20.96333333,43.7,20.32333333,42.4,22.1,45.9,20.5,45.36333333,19.39,61.7,3.656666667,95.66666667,18.5,41.0,20.79,51.9,18.2,49.79,4.5,757.6,89.0,4.0,40.0,2.8,60.0
